"","V1","mxm_id","artist_uri","artist_name","lyrics_name","lyrics_topic","release_date","artist_playlist_frequency","artist_topic","release_year","release_year_bin","artist_playlist_frequency_bin","error","Is a match ?","Sandy","Jay","Andrew","Keep"
"156",155,169366451,"4nhZgEtEjdwMWdDvbJGtT4","Lil Zay","Going Str8 in Part 2",5,2018-11-08,2,3,2018,12,1,0.02611853626,"O","o","O","o","o"
"157",156,14884938,"1N5hj4BNumkXa8D3fyfMYE","Cisco Houston","Little Joe, The Wrangler",1,1953-01-01,13,6,1953,6,4,0.02616891769,"O","o","O","o","o"
"158",157,55614776,"2BHBhGqqA96TeKQB3Hrzcx","Lovindeer","Wild Gilbert",2,2009-12-01,15,19,2009,11,5,0.02625403635,"O","x","X","x","x"
"159",158,15738922,"5jNGQ7VOU87x5402JjhTtd","Deniece Williams","Cause You Love Me Baby",6,1976-08-01,3343,12,1976,8,6,0.02634170066,"O","o","O","o","o"
"160",159,83380751,"4MCQBhrvHrufVxrKk5c5U3","Digitzz","Katjing",7,2015-05-08,1,11,2015,12,0,0.02646321825,"O","o","O","o","o"
"161",160,1284914,"13rOMazf6oo1Vgix6hm9Jn","Crispin Glover","Clowny Clown Clown",6,1989-01-01,3,20,1989,9,2,0.02658536933,"O","o","O","o","o"
"162",161,3998623,"22JuR9OeENcP54XN5TlNWS","Little Walter","Temperature (alternate)",3,1995-01-01,326,18,1995,10,6,0.0266929373,"O","o","O","o","o"
"163",162,3777800,"0RaO9p4AomXaVUXzV8SPVW","Faker","Enough",4,2005-01-01,14,22,2005,11,4,0.02682627257,"O","x","O","x","X"
"164",163,195760279,"5dFeAUPKdp9Id4E1RYqez2","Dresage","Holy",6,2020-04-15,2,24,2020,13,1,0.02694590806,"O","o","O","o","o"
"165",164,164950564,"7mds6P3MvNyCg7l2QFpx6d","Shal Marshall","Motivation",2,2019-02-08,59,21,2019,12,5,0.02707732845,"O","x","X","x","x"
"166",165,7908339,"0Te1NusV6mkAMJ1VAkzJiX","Kate Smith","Happy Birthday, Dear Christ Child",6,1942-01-01,268,23,1942,5,6,0.02717530155,"X","o","X","o","M"
"167",166,90166650,"63Dt0x6oCx3qBDz6G6A5uv","The Arbors","With You Girl",5,1969-06-09,1,0,1969,7,0,0.02725028919,"O","o","O","o","o"
"168",167,65079014,"77KTElksXYzZi1eiRDeNSl","The Johnstones","Bad, Bad Dream",1,2012-11-13,4,8,2012,12,3,0.02734274666,"O","o","O","o","o"
"169",168,66117517,"4Y2UbwMINPpv3z3wdTyajA","Quiero Club","Bite a Coin, Shit Some Gold",8,2013-02-19,30,13,2013,12,5,0.02748105013,"O","o","O","o","o"
"170",169,99386143,"77LrCnVDiM6RM0uD7iRkYy","Prabhu Nam Kaur","Dhan Dhan Ram Das Gur",0,2005-06-16,14,2,2005,11,4,0.02759166517,"O","x","X","x","x"
"171",170,96457658,"0Xi59sEw38vRvwleSAVqoo","Marty Robbins","All the World Is Lonely Now",6,1957-01-01,1633,16,1957,6,6,0.02770443857,"O","o","O","o","o"
"172",171,19550437,"3zIp9mfdhxIi0s6ZKCnc3j","N-Tyce","Hush Hush Tip",7,1998-05-25,2,14,1998,10,1,0.02780728692,"O","?","O","?","A"
"173",172,87029402,"4WZ4WztP7olTUigJMnhpSS","Ed Trickett","Before They Close the Minstrel Show",6,1972-10-01,3,6,1972,8,2,0.02791685051,"O","o","O","o","o"
"174",173,102675336,"0PtXc1FFcAOKZjp5TXuH9c","Rough Cutt","Rock The USA",1,1986-01-01,5,4,1986,9,3,0.02803815432,"O","o","O","o","o"
"175",174,49331390,"7y6YDYm9PsUEr0J8m8rP2a","The Kax","The Light",3,2007-01-01,1,22,2007,11,0,0.02814799414,"O","x","X","x","x"
"176",175,189822176,"5ae3MM8dgOn3QPHzqFDJlY","Kevin Ross","On Ya",5,2020-01-31,619,15,2020,13,6,0.02826717379,"O","o","O","o","o"
"177",176,52080229,"1f8fcJKFSNuogk4vUi6g63","Rudenko","Everybody (Radio Edit)",4,2011-06-29,25,7,2011,12,5,0.02836177659,"O","o","O","o","o"
"178",177,110111095,"0uPfErG0KkEmtYg4y3O7LC","Sounds Orchestral","Like the Lonely",6,1962-01-01,1,1,1962,7,0,0.02848410073,"X","o","X","o","m"
"179",178,83551433,"3w4VAlllkAWI6m0AV0Gn6a","Hurts","Surrender",8,2015-10-14,779,17,2015,12,6,0.02860899869,"O","x","?","x","x"
"180",179,195227039,"3ZvSA3MnbawstRQEfvh5lN","Unkle Funkle","Wasting Time",2,2020-04-10,2,5,2020,13,1,0.02871004324,"O","x","X","x","x"
"181",180,4687741,"5o8E07TcYqIefZpDejymAd","The Pied Pipers","The Wiffenpoof Song",6,1946-01-01,40,10,1946,5,5,0.02879379739,"O","o","O","o","o"
"182",181,74781242,"51dbzvURssdP3KEsgxzTU4","Dr. Jean Feldman","Tooty Ta",0,1998-05-21,9,3,1998,10,4,0.02887295926,"O","x","O","x","X"
"183",182,52422878,"6ARY3ssPrsJCd9KdHN0YBY","Rob Rock","Only a Matter of Time (Live)",6,2009-05-22,3,11,2009,11,2,0.02893449099,"O","o","O","o","o"
"184",183,63078310,"2NVN7QpAraekldg8YQnYlW","Voxis","My Girl",7,2012-06-23,4,20,2012,12,3,0.02902889776,"O","o","O","o","o"
"185",184,7798401,"2ZGlJUO9hdjZEvl710OpVX","Rhythm Heritage","Baretta's Theme",1,1976-01-01,14,12,1976,8,4,0.02913863459,"O","x","X","x","x"
"186",185,97205149,"3ktAhWMnoYiz6UpBEKfv5i","Kikki Danielsson","Forget Me Not",6,1981-01-01,2,9,1981,9,1,0.02925958387,"O","o","O","o","o"
"187",186,2045233,"3p3U04w2DaiBzuYMZnYr00","JC Chasez","One Night Stand",3,2004-02-24,90,24,2004,11,6,0.02936084228,"O","o","O","o","o"
"188",187,213759518,"46PqexcuFAphFVDvw3V2BZ","Groovie Ghoulies","Don't Go Out Into The Rain (You're Gonna Melt)",6,1957-01-01,35,8,1957,6,5,0.02945700844,"O","o","O","o","o"
"189",188,44976789,"3ME5MgDqwM6G3UDLmwjftA","Frog","Whoomp! (There It Is)",4,2013-01-01,5,0,2013,12,3,0.02954845689,"O","x","?","x","x"
"190",189,189470222,"40n0HESbOmwGQh401vtbWM","Chris Morgan","Chidinma",5,2019-11-29,3,22,2019,12,2,0.02964097394,"O","x","X","o","X"
"191",190,45744269,"6w5ApsVXiPkw6EAXwkrrn9","Saffire - The Uppity Blues Women","Mind Your Own Business",1,1992-11-20,1,18,1992,10,0,0.02972581106,"O","o","O","o","o"
"192",191,52277738,"21J3YJTyq1biE3SvSNjzuf","Capleton","Final Assasin",2,2000-05-16,573,19,2000,11,6,0.02980832426,"O","x","X","x","x"
"193",192,53614250,"5msYo6aUsFrIHwsphedj0K","Gary Shearston","The Conscription Ramp",6,1965-01-01,7,6,1965,7,4,0.02991804111,"O","o","O","o","o"
"194",193,129694210,"3KAUztmpND4Y3EUhjaGs12","Cast of Galavant","Secret Mission (From """"Galavant"""")",8,2017-05-12,57,16,2017,12,5,0.03004233267,"O","x","O","x","X"
"195",194,195211760,"6EzTgxvproLzEGJT4g7188","Shamz","The Forbidden",0,2020-04-20,1,14,2020,13,0,0.03015476343,"O","x","X","x","x"
"196",195,30401979,"5cIxvxm5XW4Up5aSl5zrL6","Burning Skies","Slashed, Thrashed and Fucked Up Beyond All Recognition",6,2008-03-24,2,4,2008,11,1,0.03027341722,"O","o","O","o","o"
"197",196,83916654,"3L5oCwlVHuB94ltjdUbQMi","The Singing Walrus","Rainbow Colors",7,2015-05-05,3,13,2015,12,2,0.03038444932,"O","o","O","o","o"
"198",197,55915048,"0r40DZ7et1CoR342A9Tz8K","The Revels","Midnight Stroll",6,1959-01-12,61,2,1959,6,6,0.03048723776,"O","o","O","o","o"
"199",198,56232025,"0cVfbS8JHCcrxUJc4F5QCK","Renee Geyer","Sweet Love",3,1975-01-01,4,22,1975,8,3,0.03060550385,"O","o","O","o","o"
"200",199,31260463,"6jq7GptAwkoFiunDhZYqQ2","Mano Negra","Takin' It Up",5,1989-05-01,127,21,1989,9,6,0.03071081998,"O","?","O","o","O"
"201",200,58026824,"5o8E07TcYqIefZpDejymAd","The Pied Pipers","Limehouse Blues",6,1942-06-20,40,10,1942,5,5,0.03079552198,"O","o","O","o","o"
"202",201,1457158,"5uqXpAs0CMDNRWXuQvr3RQ","Jessica Jay","Kiss Me Another",1,1998-01-01,11,7,1998,10,4,0.03088600811,"X","o","X","o","?"
"203",202,127973630,"0WPCPYm5IDNtQjuJOGNPcy","Brothers of Metal","Concerning Norns",4,2017-04-01,2,11,2017,12,1,0.03099148915,"O","x","X","x","x"
"204",203,69375516,"6nUcMkLeIkY6By8FS5vj0V","Jimmy Bowen","Warm Up To Me Baby",6,2001-09-20,1,15,2001,11,0,0.03110160531,"O","o","O","o","o"
"205",204,98109744,"5MWBg16f5UYiaSlyVhzlIW","John Cale","Catastrofuk",8,2011-10-24,330,0,2011,12,6,0.03121696333,"O","?","?","x","X"
"206",205,215870218,"4ofCBoyEiGSePFAG500xev","Regard","You (feat. Troye Sivan & Tate McRae) [Topic Remix]",7,2021-05-28,3,17,2021,13,2,0.03133145611,"O","o","O","o","o"
"207",206,48578381,"7mKkP1VviPDyZv98EOFT67","Katie Lee","Song of the Boatman",6,1964-01-01,4,24,1964,7,3,0.03142576086,"O","o","O","o","o"
"208",207,112629130,"2RO0DmbgthaIWfvSDh2zkI","Poupon","Pick Me Up",0,2013-02-05,13,20,2013,12,4,0.03153703916,"X","x","X","x","x"
"209",208,46171824,"6UIkZPdt6u2wQyzXtbu0cg","Threebrain","Monkey Salad",1,2001-01-01,1,3,2001,11,0,0.03165116384,"O","x","O","x","X"
"210",209,199306992,"2dkb3kk4CLxUx0s2CJDuEv","Nardo Ranks","Burrup (Hip Hop Mix)",2,1992-01-27,48,19,1992,10,5,0.03175448861,"O","x","?","x","x"
"211",210,55422058,"6SY4hPB2QITF4kQUui96EP","Barbara Cook","Will He Like Me?",6,1956-01-01,109,5,1956,6,6,0.03185657027,"O","o","O","o","o"
"212",211,138830239,"2SX2FO04EBWWoY5OUYp9AQ","Otis Day & The Knights","Shout",5,1989-10-03,2,12,1989,9,1,0.03195046984,"O","o","O","o","o"
"213",212,98091595,"6i4QbQrxJaY2aDhTYOYvJ7","Jorane","I Feel Love",3,2004-09-28,4,1,2004,11,3,0.03203958413,"O","x","O","o","?"
"214",213,101157977,"5i1R1TdPvbNLvwyfx6Be6P","Sidekicks","Dream On",6,2015-09-24,3,8,2015,12,2,0.03211822046,"O","o","O","o","o"
"215",214,79785773,"6mFjok8ggdcnlsx4sWhCH9","Laura Allan","Come As You Are",6,1972-01-01,1,6,1972,8,0,0.03222682056,"O","o","O","o","o"
"216",215,115011586,"5jf8dqTo3zaKS16FmTFxWC","Groenland","The Weather",4,2017-03-31,71,22,2017,12,6,0.03231835924,"O","x","?","o","X"
"217",216,201816469,"6h0CuasDwVeCCJkkPi3L6e","Pugs Atomz","Madden 92 (Geronimo)",1,2020-09-20,13,14,2020,13,4,0.03242993373,"O","o","O","o","o"
"218",217,58026802,"5o8E07TcYqIefZpDejymAd","The Pied Pipers","In A Little Spanish Town",6,1942-06-20,40,10,1942,5,5,0.03252767595,"O","o","O","o","o"
"219",218,134307269,"1xKrH6GSh9CJh8nYwbqW7B","Welshly Arms","The Only",8,2017-08-25,758,18,2017,12,6,0.03261246679,"O","o","O","o","o"
"220",219,52197511,"0FmyWp3oYPdFBsDznNObea","Brainpool","Junkyard Commercial Spot",2,2005-04-25,5,9,2005,11,3,0.0326763688,"O","x","X","x","x"
"221",220,1394129,"7yKKS5wIb7eYUDb1bZDL3d","Chaotica","Ultra Violence",7,1999-01-01,39,4,1999,10,5,0.03275321767,"O","o","O","o","o"
"222",221,152997644,"1YpkpllQrpNvPoQDtN9jLc","George Burns","In the Beginning",6,1969-01-01,1,16,1969,7,0,0.03285562215,"X","?","X","o","X"
"223",222,38035180,"4ZcLBajtEpbJvVlbaTaGJ8","Nazeel Azami","Light",0,2007-04-30,3,13,2007,11,2,0.03294737733,"O","x","X","x","x"
"224",223,99604430,"6P5mUAUKyS3zLAPPv7xobx","Willie And The Poor Boys","Can You Hear Me",5,2015-08-07,2,0,2015,12,1,0.03303928857,"O","o","O","o","o"
"225",224,1181559,"1JHNDcYDgecLVApixUMQY2","Crime & the City Solution","Adventure",6,1986-10-27,10,22,1986,9,4,0.03315352068,"X","o","X","o","?"
"226",225,49367038,"1iCYvGT81IH1W6j68kyIc0","RAMP","Everybody Loves the Sunshine",3,1977-01-01,105,11,1977,8,6,0.03325361743,"O","?","O","o","?"
"227",226,99092665,"1aiPGAbZSHYGO0nyrpUnAU","Mae West","All of Me",1,1956-08-20,16,21,1956,6,5,0.03335810125,"O","x","X","x","x"
"228",227,84791675,"1yqs45BSh7457Flyhmdv7f","Steam Powered Giraffe","The Stars",4,2015-12-10,520,2,2015,12,6,0.03346453282,"O","o","O","o","o"
"229",228,65819501,"5uSeMCBhe3DiROdFrwaXkw","Frances Ruffelle","Lonely Symphony",6,1994-07-12,2,24,1994,10,1,0.03356079183,"O","o","O","o","o"
"230",229,209877730,"0EdZov8Gv5SHN4IVF3b4m8","Vusi Nova","1.2.3 (feat. Ringo Madlingozi)",0,2021-01-29,1,7,2021,13,0,0.03366073,"O","x","X","x","x"
"231",230,34134703,"3KKiTDneH2x2sLtVPnTSOh","Calibretto 13","Movie Star",7,2000-01-01,5,8,2000,11,3,0.03375943947,"O","o","O","o","o"
"232",231,105881940,"5nr85S9TPFShIBCaZrXdzs","Bethurum","Watch It Burn (feat. Nouela)",6,2012-08-19,3,20,2012,12,2,0.03385141555,"O","o","O","o","o"
"233",232,67801698,"5msYo6aUsFrIHwsphedj0K","Gary Shearston","Brisbane Ladies",1,1964-01-01,7,6,1964,7,4,0.03395724396,"O","o","O","o","o"
"234",233,184006479,"0Bpku7CkLZ3Bv9AR03MX9B","MC Galaxy","I Pray",8,2017-05-02,122,3,2017,12,6,0.03404478381,"O","x","X","x","x"
"235",234,98079917,"5itdSz26wZC57bo3dhQTPq","Tempa T","Next Hype - Brackles Vocal Remix",5,2009-05-26,33,17,2009,11,5,0.03413679171,"O","o","O","o","o"
"236",235,102488300,"2AFM3kpVkIwNbYGOit16hT","Kristina Bach","Schiffbruch in meiner Seele",6,1997-09-08,2,15,1997,10,1,0.03424604238,"X","o","X","o","?"
"237",236,186297240,"1kTLJfp890DUCkIpJdxOSN","Lisa Hyper","Come Ova",2,2019-10-19,1,19,2019,12,0,0.03435756931,"O","x","X","x","x"
"238",237,87839561,"3gMaNLQm7D9MornNILzdSl","Lionel Richie","All Night Long (All Night) - 12"""" Version",3,1983-01-01,8770,12,1983,9,6,0.03445313757,"O","o","O","o","o"
"239",238,56491568,"2OEK1q1OHoeR0Dc3WUgeIc","Freddy Martin","April In Paris",6,1946-01-01,15,10,1946,5,5,0.03454090965,"O","o","O","o","o"
"240",239,205932746,"181bsRPaVXVlUKXrxwZfHK","Megan Thee Stallion","Body",4,2020-11-20,4,14,2020,13,3,0.03461612402,"O","o","O","o","o"
"241",240,51113107,"6Y3ByR0evBqzxTHPkM2tX5","Missouri","Goin Home",6,1979-05-10,12,22,1979,8,4,0.03469703036,"O","o","O","o","o"
"242",241,74738631,"2NH5w1zVKU0MTnxy7BpHnc","Cretin","Mister Frye, The Janitor Guy",7,2014-12-09,3,4,2014,12,2,0.03478345399,"O","o","O","o","o"
"243",242,94043093,"6SY4hPB2QITF4kQUui96EP","Barbara Cook","Losing My Mind",6,1956-01-01,109,5,1956,6,6,0.03487044169,"O","o","O","o","o"
"244",243,98708407,"5pECl3lGqlL7VfZXxrkAlF","Paul Hillier","Worldes Blis ne Last No Throwe",0,2002-01-01,1,1,2002,11,0,0.03494789933,"O","x","X","x","x"
"245",244,128725950,"5qW3xweU4HAzL6KtKHIjt4","Say Sue Me","Say Sue Me",1,2017-04-28,2,18,2017,12,1,0.03504647543,"O","o","O","o","o"
"246",245,102523558,"69wYvVWNm68Vrndzw0GZgR","Birth Control","Get Up!",5,1996-01-01,5,0,1996,10,3,0.03514092615,"O","o","O","o","o"
"247",246,102122032,"3VrvtMPf98keYfWoBPx4OR","Tramaine Hawkins","Excellent Lord - with Introduction featuring Kurt Carr",2,2007-03-06,145,13,2007,11,6,0.03522077288,"O","o","X","o","?"
"248",247,19919865,"0dfNZ0xBHU3UipMv5gn9Se","Jonny Fritz","Fever Dreams",8,2013-04-16,55,16,2013,12,5,0.03529486969,"O","?","O","o","?"
"249",248,76273564,"3afJ7ksCTA53PwM233jIf8","Sergio Franchi","Star Dust",6,1964-07-01,10,23,1964,7,4,0.03536847032,"O","o","O","o","o"
"250",249,100565256,"5ApKaVHAStk5kAuyBW1wG8","Yazz","Where Has All The Love Gone",6,1988-11-14,3,24,1988,9,2,0.03545637687,"O","o","O","o","o"
"251",250,200394113,"5l81swbnEwWXCTQiEYmATF","Anna Hamilton","Self Help",6,2020-08-21,1,9,2020,13,0,0.03555904866,"O","o","O","o","o"
"252",251,150718336,"6Rv0ndBVPEQJ7KagPDtC5H","Tizzy Bac","Tissue Time (Live at Unplugged音樂會)",3,2007-10-08,2,22,2007,11,1,0.03565619332,"O","x","?","x","x"
"253",252,102421980,"74eXcPVNOoTjuU17d1GBnE","The Lurkers","New Guitar In Town",1,1979-06-15,9,8,1979,8,4,0.0357480235,"O","o","O","o","o"
"254",253,84344367,"6jQgWQKirZ7IKDGN8fRtdA","Månegarm","Mother Earth Father Thunder (Bonus Track)",8,2015-11-20,24,11,2015,12,5,0.0358298166,"O","o","O","o","o"
"255",254,72497728,"0BYEp3eyHK9Wsp4t2Ad1R8","Toy-Box","Best Friend [The Pokerboys Toy-Mix Short Version]",2,1999-01-01,123,7,1999,10,6,0.03591177285,"O","o","O","o","o"
"256",255,68002205,"6Ge6AZje6TXJXR0f6wwlrc","Ethan Johns","Don't Reach Too Far",7,2013-07-30,6,6,2013,12,3,0.03599313304,"O","o","O","o","o"
"257",256,72898792,"2xe8IXgCTpwHE3eA9hTs4n","Banks","Brain",4,2015-03-23,18708,20,2015,12,6,0.03607754468,"O","o","O","o","o"
"258",257,138460133,"16eV2TebyEhqaDRFEZJ9h8","Audrey Hepburn","How Long Has This Been Going On?",6,1957-02-13,22,21,1957,6,5,0.03615870843,"O","o","O","o","o"
"259",258,99018577,"3nkVOtFjNXdUHntOHxtnix","Saragossa Band","Zabadak",0,2008-03-14,3,17,2008,11,2,0.03623091988,"O","x","X","x","x"
"260",259,206545451,"6WX6lXXKTBrmL9kqVTztfY","Trillary Banks","Big Miss Steak",5,2021-01-15,1,14,2021,13,0,0.03631228533,"O","o","O","o","o"
"261",260,56491611,"2OEK1q1OHoeR0Dc3WUgeIc","Freddy Martin","I Saw Stars",6,1946-01-01,15,10,1946,5,5,0.0363872198,"O","x","?","o","?"
"262",261,108954955,"49DKvKvaMet16JVLEY5aYu","The Tradewinds","New York's A Lonely Town",1,1967-01-01,12,2,1967,7,4,0.03644887904,"O","x","?","x","X"
"263",262,47754644,"6x6yZxAa1JfPSIrUzGNuIY","Wrathchild","Kick Down The Walls",6,1984-01-01,2,4,1984,9,1,0.03652965188,"O","x","?","?","X"
"264",263,59488156,"058UKAYH4FCNHj4Nv3pczK","Steve Ibsen","The Kitty Cat Dance",3,2004-03-11,4,3,2004,11,3,0.03660471105,"O","x","O","x","X"
"265",264,173578723,"6l77PmL5iuEEcYjGl8K6s7","Bat For Lashes","Feel For You",4,2019-09-06,1504,22,2019,12,6,0.03668858012,"O","x","O","o","?"
"266",265,1489566,"6lVeEo3DVwUMBQHSNff5cx","Earth To Andy","Still After You",6,1999-08-10,3,0,1999,10,2,0.03677220373,"O","o","O","o","o"
"267",266,195696960,"4CAqMu1ImAuRXR2MPhkl3x","Crazy Cavan & The Rhythm Rockers","Bop, Pretty Baby",7,1976-12-31,1,15,1976,8,0,0.0368502175,"O","x","O","o","?"
"268",267,157676367,"5kuJibJcwOC53s3OkoGMRA","The Revivalists","Celebration",5,2018-11-09,7617,12,2018,12,6,0.03693442729,"O","o","O","o","o"
"269",268,47758813,"5EZQLEErGnf72la6mjE1el","Jullie D","Tell Me",0,2006-09-12,10,24,2006,11,4,0.03703512413,"X","x","X","x","x"
"270",269,94043087,"6SY4hPB2QITF4kQUui96EP","Barbara Cook","Glitter And Be Gay (from """"Candide"""")",6,1956-01-01,109,5,1956,6,6,0.03713335848,"O","o","O","o","o"
"271",270,60612444,"0rYw6T0gPoSiWUcBOQko81","Manifest","One God",1,2011-08-09,2,1,2011,12,1,0.03722055971,"X","o","X","o","?"
"272",271,189832432,"5Xi3NfsVBIEbaWVUfBTy39","Govana","In the City (feat. Protoje)",2,2020-01-10,1,19,2020,13,0,0.03730309016,"O","x","X","x","x"
"273",272,83448924,"1JQ9a6VTsHAfOw3POJF1RW","The Sunglows","If I'm Not Good Enough for You",6,1983-10-29,4,18,1983,9,3,0.03738486699,"O","o","O","o","o"
"274",273,968042,"0tXdvAMrxsEOVmnMJIHolv","That Dog","Jump",8,2019-07-12,60,22,2019,12,5,0.0374640905,"O","x","?","x","x"
"275",274,63645659,"0AGTLzj8ip3y82Lbd756Hr","Tom Glazer","The Hurricane Song",6,1961-01-01,3,6,1961,7,2,0.03754287987,"O","o","O","o","o"
"276",275,2052970,"2nsGWZA0LtO7istBNsyNTE","Les Wampas","Little Daewoo",3,2003-02-23,12,8,2003,11,4,0.0376188528,"O","x","?","x","x"
"277",276,54209120,"5F211gZjfoqvH8v7erGdsy","4Him","The Little Drummer Boy",4,1997-01-01,180,13,1997,10,6,0.03768859875,"O","x","O","o","?"
"278",277,107721773,"09hjYy5xCR1GImFDt40cDD","Lee Jackson","Satisfaction (I Can't Get No)",1,1976-01-01,2,16,1976,8,1,0.03776667055,"O","o","O","o","O"
"279",278,170437794,"5ufgnLAMSgaHoil38TBPdO","Melsen","Ghost",6,2019-05-16,6,11,2019,12,3,0.03783939361,"O","o","O","o","O"
"280",279,7211039,"2ThMdLJYbI67beRdmbvVYZ","[distatix]","Medication",7,2008-01-01,1,20,2008,11,0,0.03791602033,"O","?","O","o","?"
"281",280,3443157,"5W5lPmtTMzpOCbe2avgPBi","DJ Lhasa","Activate (radio edit)",5,2010-07-30,33,7,2010,12,5,0.03800333664,"O","x","X","?","X"
"282",281,195474892,"5ie2SvXgvXlTpyqkwLtSd7","Isak Danielson","Domino",6,2020-04-17,167,9,2020,13,6,0.03809393964,"O","o","O","o","O"
"283",282,7574988,"1kcYSWblYWOOMVOPNgbMYI","Drunken Tiger","I Want You",0,1999-05-03,12,14,1999,10,4,0.03818083996,"O","x","X","x","X"
"284",283,86366069,"7slfeZO9LsJbWgpkIoXBUJ","Ricky Martin","Come with Me - 7th Heaven Remix - Extended Version",8,2013-09-16,10296,23,2013,12,6,0.03826253559,"O","o","O","o","O"
"285",284,9949411,"5azzAW6QU8JwGVHfmf2vFK","The Break And Repair Method","The Most Somebody Can Know",6,2009-03-13,3,0,2009,11,2,0.03834179329,"O","o","O","o","O"
"286",285,99092662,"1aiPGAbZSHYGO0nyrpUnAU","Mae West","I'm In the Mood For Love",6,1956-08-20,16,21,1956,6,5,0.0384247517,"O","o","O","o","O"
"287",286,58425371,"6x6yZxAa1JfPSIrUzGNuIY","Wrathchild","Trash Queen",1,1984-01-01,2,4,1984,9,1,0.03849706454,"O","x","?","x","X"
"288",287,39833157,"6kk7FYkrHvYQQ0XKrDulQj","Shiro Schwarz","Breeze",3,2013-07-19,5,17,2013,12,3,0.03857165847,"O","o","O","o","O"
"289",288,13182786,"2GaayiIs1kcyNqRXQuzp35","The Ventures","Linda Lou",7,1969-01-01,876,2,1969,7,6,0.03865730916,"O","o","O","o","O"
"290",289,15268755,"0ODWsmNXtn928qhhEn87C8","Vaya Con Dios","Nah Neh Nah",2,1990-04-10,56,24,1990,10,5,0.03873095287,"O","o","O","o","O"
"291",290,113607068,"6kebd4MCUcHZcIc45XPpSN","Natalac","Wrappin' Up the City",5,2005-11-22,1,22,2005,11,0,0.03880265728,"O","o","O","o","O"
"292",291,69330138,"60SKMJ5AgD6DuxTNbVrrSQ","Ivor Cutler","In the Chestnut Tree",6,1976-01-01,3,3,1976,8,2,0.03887784509,"O","o","O","o","O"
"293",292,59617193,"1N5hj4BNumkXa8D3fyfMYE","Cisco Houston","Pat Works On the Railroad",4,2015-01-01,13,6,2015,12,4,0.03895426144,"O","o","O","o","O"
"294",293,206966496,"3PAjYEQ8KpL6u0fNDR0p1v","Thandi Phoenix","Count Me Out",6,2021-02-05,1,12,2021,13,0,0.03903401375,"O","o","O","o","O"
"295",294,47527154,"5WwKEo5A3gZBAvo7pqlqpa","The Inmates","Fire Down Below",1,2003-01-01,5,8,2003,11,3,0.03912297373,"O","o","O","o","O"
"296",295,61913621,"42tDjhK9kdS7CCHxs8ysz0","Hank Thompson","Be My Life's Companion (OPS Radio Transcription)",0,1957-01-01,109,16,1957,6,6,0.03920873827,"O","x","X","x","X"
"297",296,34270534,"55HB0spW6kab0vZo0tF7V0","Jayy Perry","Speedin'",6,2013-01-09,2,15,2013,12,1,0.03928705552,"O","?","O","o","?"
"298",297,205180061,"0lVlNsuGaOr9vMHCZIAKMt","Machine Head","My Hands Are Empty",8,2020-11-13,902,11,2020,13,6,0.03937833925,"O","o","O","o","O"
"299",298,34373550,"0JCc6x48WkGlDve4f5ZBZj","Sol Invictus","Long Live Death",6,1988-07-11,3,13,1988,9,2,0.03946576804,"O","o","O","o","O"
"300",299,199307009,"2dkb3kk4CLxUx0s2CJDuEv","Nardo Ranks","Burrup (Dancehall Mix)",2,1992-01-27,48,19,1992,10,5,0.03954173516,"O","x","X","x","X"
"301",300,12713910,"2O6eJUyJKuh1N53GamH6Tw","XP8","Want It (Rotersand rework)",3,2010-01-12,11,20,2010,12,4,0.03961672442,"O","o","O","o","O"
"302",301,3193236,"7LwAizR0FcWKzkr3NVKog3","Bjørn Berge","Black Jesus",5,2004-01-19,1,18,2004,11,0,0.03969369323,"O","o","O","o","O"
"303",302,80628593,"2zZvtsFxtWfTUhTnCC9X2H","Wicked Lady","War Cloud",6,1968-01-01,6,0,1968,7,3,0.03976624588,"O","o","O","o","O"
"304",303,85996097,"0MhNojJNQsaW1KXqKTX2Y0","Aysedeniz Gokcin","Smells Like Teen Spirit",7,2015-11-01,2,1,2015,12,1,0.03983769827,"X","o","?","o","?"
"305",304,16700200,"0EOkMBYWbDnVqwfHA4zq32","John Cooper Clarke","Spilt Beans (John Peel session)",1,1978-01-01,72,22,1978,8,6,0.03991424461,"O","o","O","o","O"
"306",305,159483171,"7wSr4otUV4ytUvHE4w3rBe","Hovey Benjamin","Astrology",4,2018-10-17,52,14,2018,12,5,0.03998983119,"O","o","O","o","O"
"307",306,102483617,"5Is2PjIax2qNHglzMBSRWY","Neil Gaiman","When Everyone Forgets",6,2006-07-18,7,5,2006,11,4,0.04006500992,"O","o","O","o","O"
"308",307,6747650,"0BYEp3eyHK9Wsp4t2Ad1R8","Toy-Box","Best Friend (The Poker Boys Toy-mix long version)",2,1999-01-01,123,7,1999,10,6,0.04014738286,"O","o","?","o","?"
"309",308,2763553,"2G2OWUMtCp2h04CbSu2IMv","Jeff Paris","Cryin'",6,1987-01-01,1,4,1987,9,0,0.04022584704,"O","o","O","o","O"
"310",309,88350347,"0hW1muryuCdZLfjoLrUhnw","Yoon Jong-shin","2015 월간 윤종신 4월호 - The Color",8,2016-01-01,46,24,2016,12,5,0.04030960603,"O","x","X","x","X"
"311",310,47788573,"7d3BvP8yRxdTDNrqHrHnDc","Tribeca","La, La, la Etc",0,2004-04-14,3,9,2004,11,2,0.04038675446,"O","o","O","o","O"
